date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2021-08-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,10,6,3,13,36,85,26.7,13.7,None
2021-08-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,7,15,2,10,27,80,26.4,21.8,None
2021-08-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,8,16,2,10,29,72,25.8,33.4,None
2021-08-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,5,12,2,8,21,66,27.2,26.8,None
2021-08-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,45,1.3,True,Moderate,Heavy Rainfall,7,14,2,9,26,63,25.9,71.7,None
2021-08-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,56,27.5,3.1,None
2021-08-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,54,28.6,2.3,None
2021-08-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,70,70,1.0,False,None,None,10,7,3,14,36,67,28.5,1.4,None
2021-08-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,71,28.0,1.6,None
2021-08-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,79,27.9,3.4,None
2021-08-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,88,28.1,2.1,None
2021-08-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,76,27.9,0.6,None
2021-08-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,44,44,1.0,False,None,None,6,4,2,8,24,70,28.3,1.4,None
2021-08-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,65,27.2,6.0,None
2021-08-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,6,13,2,9,25,62,26.8,49.1,None
2021-09-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,58,27.5,17.2,None
2021-09-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,62,28.0,7.1,None
2021-09-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,69,1.0,False,None,None,10,6,3,13,37,55,27.3,13.7,None
2021-09-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,68,27.9,16.6,None
2021-09-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,71,27.3,10.1,None
2021-09-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,52,28.0,7.9,None
2021-09-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,5,11,1,7,23,64,27.3,32.0,None
2021-09-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,53,1.3,True,Moderate,Heavy Rainfall,8,17,2,11,30,70,27.8,146.8,None
2021-09-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,10,6,3,13,36,75,28.5,6.9,None
2021-09-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,84,70,1.2,True,Minor,Event: Ganesh Chaturthi,10,7,3,25,39,61,27.9,9.9,Ganesh Chaturthi
2021-09-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,40,1.5,True,Moderate,"Heavy Rainfall, Event: Ganesh Chaturthi",6,13,2,15,24,69,27.7,53.6,Ganesh Chaturthi
2021-09-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,40,1.2,True,Minor,Event: Ganesh Chaturthi,5,10,1,12,20,73,27.7,45.3,Ganesh Chaturthi
2021-09-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Event: Ganesh Chaturthi,6,13,2,15,24,80,27.0,27.4,Ganesh Chaturthi
2021-09-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,75,63,1.2,True,Minor,Event: Ganesh Chaturthi,9,6,3,22,35,78,28.5,6.0,Ganesh Chaturthi
2021-09-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,48,1.2,True,Minor,Event: Ganesh Chaturthi,7,4,2,17,27,59,27.8,6.0,Ganesh Chaturthi
2021-09-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,52,1.2,True,Minor,Event: Ganesh Chaturthi,8,5,2,18,29,66,28.7,4.4,Ganesh Chaturthi
2021-09-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,75,63,1.2,True,Minor,Event: Ganesh Chaturthi,9,6,3,22,35,72,28.5,3.3,Ganesh Chaturthi
2021-09-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Event: Ganesh Chaturthi,7,5,2,17,27,65,27.4,3.3,Ganesh Chaturthi
2021-09-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,41,1.2,True,Minor,Event: Ganesh Chaturthi,6,4,2,14,23,54,27.3,6.4,Ganesh Chaturthi
2021-09-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,7,5,2,10,26,74,27.7,10.2,None
2021-09-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,85,27.3,17.8,None
2021-09-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,69,1.0,False,None,None,10,6,3,13,37,92,26.9,19.7,None
2021-09-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,79,27.4,6.6,None
2021-09-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,70,28.7,2.0,None
2021-09-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,101,28.2,2.2,None
2021-09-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,95,28.2,2.8,None
2021-09-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,70,70,1.0,False,None,None,10,7,3,14,36,88,26.8,5.2,None
2021-09-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,69,1.0,False,None,None,10,6,3,13,37,77,26.6,14.3,None
2021-09-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,60,1.0,False,None,None,7,15,2,10,26,63,27.9,30.7,None
2021-09-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,104,27.9,4.4,None
2021-10-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,98,29.1,0.2,None
2021-10-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,104,28.8,0.8,None
2021-10-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,96,30.5,0.2,None
2021-10-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,111,30.7,0.0,None
2021-10-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,118,30.9,0.9,None
2021-10-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,109,31.4,7.4,None
2021-10-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,70,59,1.2,True,Minor,Event: Navratri,9,6,3,21,31,125,32.0,2.4,Navratri
2021-10-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Event: Navratri,8,5,2,20,33,131,29.3,6.8,Navratri
2021-10-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,47,1.2,True,Minor,Event: Navratri,7,4,2,17,26,122,28.6,5.2,Navratri
2021-10-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,41,1.2,True,Minor,Event: Navratri,6,4,2,14,23,116,29.3,6.2,Navratri
2021-10-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,79,66,1.2,True,Minor,Event: Navratri,10,6,3,24,36,135,29.3,14.6,Navratri
2021-10-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Event: Navratri,10,6,3,23,36,129,30.2,0.7,Navratri
2021-10-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Event: Navratri,9,6,3,23,35,139,31.0,1.6,Navratri
2021-10-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Event: Navratri,9,6,3,23,35,146,32.0,0.7,Navratri
2021-10-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,79,66,1.2,True,Minor,Event: Navratri,10,6,3,24,36,143,33.0,0.0,Navratri
2021-10-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,149,31.6,0.0,None
2021-10-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,43,43,1.0,False,None,None,6,4,2,8,23,134,30.6,0.0,None
2021-10-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,147,30.2,1.1,None
2021-10-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,155,29.3,0.5,None
2021-10-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,142,29.8,0.0,None
2021-10-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,159,31.3,0.0,None
2021-10-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,164,32.2,0.0,None
2021-10-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,161,31.1,0.0,None
2021-10-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,152,29.6,0.0,None
2021-10-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,168,30.4,0.0,None
2021-10-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,175,32.1,0.0,None
2021-10-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,66,1.0,False,None,None,9,6,3,13,35,163,33.2,0.0,None
2021-10-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,158,33.7,0.0,None
2021-10-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,7,5,2,10,26,172,33.4,0.0,None
2021-10-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,166,33.2,0.0,None
2021-10-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,178,32.6,0.0,None
2021-11-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,178,32.2,0.0,None
2021-11-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,71,71,1.0,False,None,None,10,7,3,14,37,185,33.3,0.0,None
2021-11-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,191,33.8,0.0,None
2021-11-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,85,71,1.2,True,Minor,Event: Diwali,11,7,3,25,39,169,32.5,0.0,Diwali
2021-11-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,92,66,1.4,True,Moderate,"Poor AQI, Event: Diwali",23,6,3,23,37,205,32.4,1.6,Diwali
2021-11-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,71,51,1.4,True,Moderate,"Poor AQI, Event: Diwali",18,5,2,18,28,211,31.4,0.1,Diwali
2021-11-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,44,1.2,True,Minor,Poor AQI,15,4,2,8,23,220,29.3,0.0,None
2021-11-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,72,72,1.0,False,None,None,10,7,3,14,38,198,31.8,0.0,None
2021-11-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,215,32.5,0.0,None
2021-11-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,52,1.2,True,Minor,Poor AQI,18,5,2,10,27,230,32.3,0.0,None
2021-11-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,55,1.2,True,Minor,Poor AQI,19,5,2,11,29,203,32.7,0.0,None
2021-11-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,188,32.1,0.0,None
2021-11-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,44,1.2,True,Minor,Poor AQI,15,4,2,8,23,245,32.8,0.0,None
2021-11-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,72,60,1.2,True,Minor,Poor AQI,21,6,3,12,30,225,32.6,0.0,None
2021-11-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,81,68,1.2,True,Minor,Poor AQI,23,6,3,13,36,251,32.6,0.0,None
2021-11-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,54,1.2,True,Minor,Poor AQI,18,5,2,10,29,218,33.6,0.0,None
2021-11-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,86,72,1.2,True,Minor,Poor AQI,25,7,3,14,37,208,32.3,2.1,None
2021-11-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,235,30.2,2.2,None
2021-11-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,84,70,1.2,True,Minor,Poor AQI,24,7,3,14,36,248,31.5,0.7,None
2021-11-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,72,60,1.2,True,Minor,Poor AQI,21,6,3,12,30,210,32.6,1.1,None
2021-11-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,52,1.2,True,Minor,Poor AQI,18,5,2,10,27,233,32.9,7.9,None
2021-11-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,265,28.8,2.3,None
2021-11-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Poor AQI,22,6,3,13,34,240,30.6,0.0,None
2021-11-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,84,70,1.2,True,Minor,Poor AQI,24,7,3,14,36,228,31.8,0.0,None
2021-11-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,82,69,1.2,True,Minor,Poor AQI,23,6,3,13,37,255,32.7,0.0,None
2021-11-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,73,61,1.2,True,Minor,Poor AQI,21,6,3,12,31,270,32.6,0.0,None
2021-11-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,41,1.2,True,Minor,Poor AQI,14,4,2,8,21,238,32.7,0.0,None
2021-11-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,46,1.2,True,Minor,Poor AQI,16,4,2,9,24,245,32.3,0.0,None
2021-11-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,260,32.6,0.0,None
2021-11-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,253,32.6,0.0,None
2021-12-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,8,16,2,10,29,185,24.8,41.4,None
2021-12-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,59,1.3,True,Moderate,Heavy Rainfall,9,19,3,12,33,192,24.9,56.7,None
2021-12-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Poor AQI,19,5,2,11,30,205,27.1,0.8,None
2021-12-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,43,36,1.2,True,Minor,Poor AQI,12,3,1,7,20,215,27.7,0.1,None
2021-12-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,200,26.8,0.2,None
2021-12-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,188,29.1,0.0,None
2021-12-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,175,30.2,0.0,None
2021-12-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,220,31.1,0.0,None
2021-12-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Poor AQI,16,4,2,9,27,235,30.0,0.0,None
2021-12-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,73,61,1.2,True,Minor,Poor AQI,21,6,3,12,31,240,31.3,0.0,None
2021-12-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,43,1.2,True,Minor,Poor AQI,14,4,2,8,23,255,31.1,0.0,None
2021-12-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,40,1.2,True,Minor,Poor AQI,14,4,2,8,20,230,31.7,0.0,None
2021-12-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,218,29.4,0.0,None
2021-12-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Poor AQI,22,6,3,13,34,205,28.6,0.0,None
2021-12-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,47,1.2,True,Minor,Poor AQI,16,4,2,9,25,210,27.4,0.0,None
2021-12-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Poor AQI,19,5,2,11,30,225,28.3,0.0,None
2021-12-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,46,1.2,True,Minor,Poor AQI,16,4,2,9,24,238,28.1,0.0,None
2021-12-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,51,1.2,True,Minor,Poor AQI,17,5,2,10,27,212,29.5,0.0,None
2021-12-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,200,29.9,0.0,None
2021-12-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,63,1.0,False,None,None,9,6,3,12,33,195,30.0,0.0,None
2021-12-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,180,28.7,0.0,None
2021-12-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,51,1.2,True,Minor,Poor AQI,17,5,2,10,27,245,28.2,0.0,None
2021-12-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,44,1.2,True,Minor,Poor AQI,15,4,2,8,23,260,28.1,0.0,None
2021-12-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Poor AQI,16,4,2,9,27,275,26.4,0.0,None
2021-12-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,285,26.4,0.0,None
2021-12-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,43,1.2,True,Minor,Poor AQI,14,4,2,8,23,265,28.3,0.0,None
2021-12-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,250,29.5,0.0,None
2021-12-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,230,28.2,0.0,None
2021-12-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,245,27.7,0.0,None
2021-12-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,255,30.1,0.0,None
2021-12-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,270,31.5,0.0,None
2022-01-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,43,1.2,True,Minor,Poor AQI,14,4,2,8,23,255,31.4,0.0,None
2022-01-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,45,1.2,True,Minor,Poor AQI,15,4,2,9,24,268,30.7,0.0,None
2022-01-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,70,59,1.2,True,Minor,Poor AQI,20,5,2,11,32,275,31.0,0.0,None
2022-01-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Poor AQI,16,4,2,9,27,281,31.4,0.0,None
2022-01-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,54,1.2,True,Minor,Poor AQI,18,5,2,10,29,259,28.6,0.0,None
2022-01-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Poor AQI,22,6,3,13,34,242,28.0,0.0,None
2022-01-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,47,1.2,True,Minor,Poor AQI,16,4,2,9,25,220,27.5,0.0,None
2022-01-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,198,24.6,2.3,None
2022-01-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,39,1.2,True,Minor,Poor AQI,13,3,1,7,22,215,25.5,0.0,None
2022-01-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,43,1.2,True,Minor,Poor AQI,14,4,2,8,23,230,24.4,0.0,None
2022-01-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,250,24.6,0.0,None
2022-01-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,48,1.2,True,Minor,Poor AQI,16,4,2,9,26,265,25.2,0.0,None
2022-01-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Poor AQI,16,4,2,9,27,288,26.0,0.0,None
2022-01-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,52,1.2,True,Minor,Poor AQI,18,5,2,10,27,295,25.9,0.0,None
2022-01-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,44,37,1.2,True,Minor,Poor AQI,12,3,1,7,21,279,28.9,0.0,None
2022-01-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,43,1.2,True,Minor,Poor AQI,14,4,2,8,23,260,31.5,0.0,None
2022-01-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,55,1.2,True,Minor,Poor AQI,19,5,2,11,29,245,30.8,0.0,None
2022-01-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,51,1.2,True,Minor,Poor AQI,17,5,2,10,27,210,29.1,0.0,None
2022-01-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,185,29.3,0.0,None
2022-01-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,48,1.2,True,Minor,Poor AQI,16,4,2,9,26,205,27.6,0.0,None
2022-01-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,52,1.2,True,Minor,Poor AQI,18,5,2,10,27,225,27.2,0.0,None
2022-01-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,42,35,1.2,True,Minor,Poor AQI,12,3,1,7,19,248,26.8,1.0,None
2022-01-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,39,1.2,True,Minor,Poor AQI,13,3,1,7,22,262,23.4,0.4,None
2022-01-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,44,1.2,True,Minor,Poor AQI,15,4,2,8,23,270,24.4,0.0,None
2022-01-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,54,1.2,True,Minor,Poor AQI,18,5,2,10,29,255,25.5,0.0,None
2022-01-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,46,1.2,True,Minor,Poor AQI,16,4,2,9,24,235,27.4,0.0,None
2022-01-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,240,29.4,0.0,None
2022-01-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,258,30.7,0.0,None
2022-01-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,269,31.1,0.0,None
2022-01-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,272,30.0,0.0,None
2022-01-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,54,1.2,True,Minor,Poor AQI,18,5,2,10,29,264,29.4,0.0,None
2022-02-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Poor AQI,19,5,2,11,30,235,29.5,0.0,None
2022-02-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,75,63,1.2,True,Minor,Poor AQI,21,6,3,12,33,248,28.0,0.0,None
2022-02-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,229,26.4,0.0,None
2022-02-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,215,26.1,0.0,None
2022-02-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Poor AQI,16,4,2,9,27,203,27.8,0.0,None
