date,hospital_id,opd_count,ipd_count,icu_count,occupied_beds,energy_kwh,diesel_liters,bmw_kg,staff_on_duty
01-02-2022,APOLLO,11362,2615,26,523,115060,1046,5753,432
01-03-2022,APOLLO,11460,2645,26,529,116380,1058,5819,284
01-04-2022,APOLLO,13198,2740,27,548,120560,1096,6028,317
01-05-2022,APOLLO,13651,2510,25,502,110440,1004,5522,309
01-06-2022,APOLLO,13323,2790,27,558,122760,1116,6138,403
01-07-2022,APOLLO,12412,2480,24,496,109120,992,5456,415
01-08-2022,APOLLO,12294,2695,26,539,118580,1078,5929,372
01-09-2022,APOLLO,14651,2520,25,504,110880,1008,5544,389
01-10-2022,APOLLO,12427,2695,26,539,118580,1078,5929,321
01-11-2022,APOLLO,12697,2665,26,533,117260,1066,5863,320
01-12-2022,APOLLO,9917,2630,26,526,115720,1052,5786,351
01-01-2023,APOLLO,10473,2500,25,500,110000,1000,5500,278
01-02-2023,APOLLO,15061,2550,25,510,112200,1020,5610,339
01-03-2023,APOLLO,12765,2665,26,533,117260,1066,5863,301
01-04-2023,APOLLO,14877,2775,27,555,122100,1110,6105,270
01-05-2023,APOLLO,11384,2595,25,519,114180,1038,5709,318
01-06-2023,APOLLO,14100,2850,28,570,125400,1140,6270,420
01-07-2023,APOLLO,11889,2740,27,548,120560,1096,6028,361
01-08-2023,APOLLO,12775,2715,27,543,119460,1086,5973,321
01-09-2023,APOLLO,12504,2615,26,523,115060,1046,5753,405
01-10-2023,APOLLO,14476,2675,26,535,117700,1070,5885,393
01-11-2023,APOLLO,13317,2675,26,535,117700,1070,5885,343
01-12-2023,APOLLO,9409,2670,26,534,117480,1068,5874,381
01-01-2024,APOLLO,15179,2600,26,520,114400,1040,5720,329
01-02-2024,APOLLO,11551,2830,28,566,124520,1132,6226,351
01-03-2024,APOLLO,12861,2710,27,542,119240,1084,5962,283
01-04-2024,APOLLO,12502,2560,25,512,112640,1024,5632,333
01-05-2024,APOLLO,13940,2435,24,487,107140,974,5357,336
01-06-2024,APOLLO,13987,2670,26,534,117480,1068,5874,420
01-07-2024,APOLLO,12476,2675,26,535,117700,1070,5885,469
01-08-2024,APOLLO,10991,2685,26,537,118140,1074,5907,346
01-09-2024,APOLLO,11826,2640,26,528,116160,1056,5808,412
01-10-2024,APOLLO,11162,2695,26,539,118580,1078,5929,324
01-11-2024,APOLLO,12078,2580,25,516,113520,1032,5676,300
01-12-2024,APOLLO,11893,2610,26,522,114840,1044,5742,300
01-01-2019,JUPITER,4041,1314,8,219,39420,350,2190,124
01-02-2019,JUPITER,4996,1350,9,225,40500,360,2250,142
01-03-2019,JUPITER,3638,1266,8,211,37980,337,2110,113`
01-04-2019,JUPITER,4108,1230,8,205,36900,328,2050,113
01-05-2019,JUPITER,3754,1260,8,210,37800,336,2100,102
01-06-2019,JUPITER,3315,1308,8,218,39240,348,2180,162
01-07-2019,JUPITER,3106,1242,8,207,37260,331,2070,131
01-08-2019,JUPITER,3983,1200,8,200,36000,320,2000,155
01-09-2019,JUPITER,3529,1206,8,201,36180,321,2010,129
01-10-2019,JUPITER,3975,1284,8,214,38520,342,2140,140
01-11-2019,JUPITER,4179,1302,8,217,39060,347,2170,120
01-12-2019,JUPITER,3936,1320,8,220,39600,352,2200,133
01-01-2020,JUPITER,3623,1230,8,205,36900,328,2050,131
01-02-2020,JUPITER,3975,1284,8,214,38520,342,2140,137
01-03-2020,JUPITER,3465,1350,9,225,40500,360,2250,127
01-04-2020,JUPITER,4378,1212,8,202,36360,323,2020,161
01-05-2020,JUPITER,3152,1284,8,214,38520,342,2140,169
01-06-2020,JUPITER,3706,1224,8,204,36720,326,2040,175
01-07-2020,JUPITER,3758,1158,7,193,34740,308,1930,193
01-08-2020,JUPITER,3679,1254,8,209,37620,334,2090,206
01-09-2020,JUPITER,3858,1296,8,216,38880,345,2160,164
01-10-2020,JUPITER,4809,1272,8,212,38160,339,2120,149
01-11-2020,JUPITER,4331,1332,8,222,39960,355,2220,170
01-12-2020,JUPITER,4184,1194,7,199,35820,318,1990,133
01-01-2021,JUPITER,5254,1278,8,213,38340,340,2130,111
01-02-2021,JUPITER,4251,1290,8,215,38700,344,2150,121
01-03-2021,JUPITER,3882,1272,8,212,38160,339,2120,102
01-04-2021,JUPITER,4221,1308,8,218,39240,348,2180,164
01-05-2021,JUPITER,4579,1272,8,212,38160,339,2120,157
01-06-2021,JUPITER,4281,1272,8,212,38160,339,2120,162
01-07-2021,JUPITER,3931,1212,8,202,36360,323,2020,118
01-08-2021,JUPITER,4759,1374,9,229,41220,366,2290,154
01-09-2021,JUPITER,3656,1260,8,210,37800,336,2100,123
01-10-2021,JUPITER,4033,1326,8,221,39780,353,2210,140
01-11-2021,JUPITER,3578,1380,9,230,41400,368,2300,148
01-12-2021,JUPITER,4622,1206,8,201,36180,321,2010,128
01-01-2022,JUPITER,3897,1212,8,202,36360,323,2020,148
01-02-2022,JUPITER,3867,1302,8,217,39060,347,2170,130
01-03-2022,JUPITER,4025,1182,7,197,35460,315,1970,113
01-04-2022,JUPITER,4366,1248,8,208,37440,332,2080,126
01-05-2022,JUPITER,4080,1206,8,201,36180,321,2010,130
01-06-2022,JUPITER,4347,1182,7,197,35460,315,1970,112
01-07-2022,JUPITER,3801,1362,9,227,40860,363,2270,137
01-08-2022,JUPITER,3934,1176,7,196,35280,313,1960,134
01-09-2022,JUPITER,4512,1242,8,207,37260,331,2070,142
01-10-2022,JUPITER,4355,1236,8,206,37080,329,2060,122
01-11-2022,JUPITER,4123,1230,8,205,36900,328,2050,111
01-12-2022,JUPITER,3732,1212,8,202,36360,323,2020,131
01-01-2023,JUPITER,4018,1302,8,217,39060,347,2170,139
01-02-2023,JUPITER,3853,1284,8,214,38520,342,2140,134
01-03-2023,JUPITER,3323,1260,8,210,37800,336,2100,130
01-04-2023,JUPITER,3894,1236,8,206,37080,329,2060,120
01-05-2023,JUPITER,3671,1320,8,220,39600,352,2200,129
01-06-2023,JUPITER,4342,1248,8,208,37440,332,2080,153
01-07-2023,JUPITER,4544,1194,7,199,35820,318,1990,133
01-08-2023,JUPITER,4136,1260,8,210,37800,336,2100,149
01-09-2023,JUPITER,4034,1194,7,199,35820,318,1990,143
01-10-2023,JUPITER,3842,1290,8,215,38700,344,2150,150
01-11-2023,JUPITER,4136,1326,8,221,39780,353,2210,136
01-12-2023,JUPITER,4644,1320,8,220,39600,352,2200,139
01-01-2024,JUPITER,4339,1224,8,204,36720,326,2040,135
01-02-2024,JUPITER,4810,1314,8,219,39420,350,2190,117
01-03-2024,JUPITER,4329,1248,8,208,37440,332,2080,118
01-04-2024,JUPITER,4216,1278,8,213,38340,340,2130,96
01-05-2024,JUPITER,3304,1272,8,212,38160,339,2120,125
01-06-2024,JUPITER,5169,1434,9,239,43020,382,2390,143
01-07-2024,JUPITER,4915,1308,8,218,39240,348,2180,110
01-08-2024,JUPITER,4444,1224,8,204,36720,326,2040,147
01-09-2024,JUPITER,3227,1194,7,199,35820,318,1990,136
01-10-2024,JUPITER,4260,1146,7,191,34380,305,1910,123
01-11-2024,JUPITER,4133,1230,8,205,36900,328,2050,109
01-12-2024,JUPITER,4418,1218,8,203,36540,324,2030,131
01-01-2019,COOPER,6872,2010,13,335,60300,536,3350,176
01-02-2019,COOPER,5968,2226,14,371,66780,593,3710,215
01-03-2019,COOPER,6686,2208,14,368,66240,588,3680,168
01-04-2019,COOPER,8429,2106,14,351,63180,561,3510,197
01-05-2019,COOPER,6992,2124,14,354,63720,566,3540,189
01-06-2019,COOPER,7012,2118,14,353,63540,564,3530,224
01-07-2019,COOPER,6612,2154,14,359,64620,574,3590,242
01-08-2019,COOPER,6468,2028,13,338,60840,540,3380,196
01-09-2019,COOPER,6140,1932,12,322,57960,515,3220,182
01-10-2019,COOPER,6771,2082,13,347,62460,555,3470,174
01-11-2019,COOPER,6614,2136,14,356,64080,569,3560,201
01-12-2019,COOPER,7912,2112,14,352,63360,563,3520,221
01-01-2020,COOPER,6831,2118,14,353,63540,564,3530,213
01-02-2020,COOPER,7148,2082,13,347,62460,555,3470,187
01-03-2020,COOPER,5879,1974,13,329,59220,526,3290,170
01-04-2020,COOPER,7359,2016,13,336,60480,537,3360,248
01-05-2020,COOPER,7567,2154,14,359,64620,574,3590,266
01-06-2020,COOPER,7068,2022,13,337,60660,539,3370,219
01-07-2020,COOPER,6913,2064,13,344,61920,550,3440,246
01-08-2020,COOPER,7188,2064,13,344,61920,550,3440,272
01-09-2020,COOPER,7820,2034,13,339,61020,542,3390,249
01-10-2020,COOPER,7336,2202,14,367,66060,587,3670,239
01-11-2020,COOPER,6003,2190,14,365,65700,584,3650,225
01-12-2020,COOPER,7265,2208,14,368,66240,588,3680,240
01-01-2021,COOPER,6503,2040,13,340,61200,544,3400,213
01-02-2021,COOPER,7579,2244,14,374,67320,598,3740,236
01-03-2021,COOPER,5996,2082,13,347,62460,555,3470,189
01-04-2021,COOPER,6224,2214,14,369,66420,590,3690,248
01-05-2021,COOPER,7413,1974,13,329,59220,526,3290,227
01-06-2021,COOPER,6447,2058,13,343,61740,548,3430,289
01-07-2021,COOPER,6490,2064,13,344,61920,550,3440,250
01-08-2021,COOPER,7697,2112,14,352,63360,563,3520,204
01-09-2021,COOPER,5966,1998,13,333,59940,532,3330,221
01-10-2021,COOPER,7170,2184,14,364,65520,582,3640,180
01-11-2021,COOPER,7122,2124,14,354,63720,566,3540,166
01-12-2021,COOPER,7375,2094,13,349,62820,558,3490,176
01-01-2022,COOPER,7594,2112,14,352,63360,563,3520,234
01-02-2022,COOPER,5664,2028,13,338,60840,540,3380,215
01-03-2022,COOPER,7497,2220,14,370,66600,592,3700,209
01-04-2022,COOPER,6908,2046,13,341,61380,545,3410,206
01-05-2022,COOPER,6774,2244,14,374,67320,598,3740,205
01-06-2022,COOPER,6484,2148,14,358,64440,572,3580,206
01-07-2022,COOPER,6408,2190,14,365,65700,584,3650,203
01-08-2022,COOPER,7383,2088,13,348,62640,556,3480,243
01-09-2022,COOPER,7156,2262,15,377,67860,603,3770,211
01-10-2022,COOPER,6764,2076,13,346,62280,553,3460,222
01-11-2022,COOPER,7120,1992,13,332,59760,531,3320,225
01-12-2022,COOPER,7532,2178,14,363,65340,580,3630,224
01-01-2023,COOPER,6067,2208,14,368,66240,588,3680,206
01-02-2023,COOPER,7861,2130,14,355,63900,568,3550,182
01-03-2023,COOPER,7639,2058,13,343,61740,548,3430,203
01-04-2023,COOPER,6104,2070,13,345,62100,552,3450,191
01-05-2023,COOPER,7399,2292,15,382,68760,611,3820,186
01-06-2023,COOPER,6832,2088,13,348,62640,556,3480,249
01-07-2023,COOPER,8323,2034,13,339,61020,542,3390,233
01-08-2023,COOPER,7254,2040,13,340,61200,544,3400,208
01-09-2023,COOPER,7903,2280,15,380,68400,608,3800,217
01-10-2023,COOPER,7060,2130,14,355,63900,568,3550,212
01-11-2023,COOPER,8013,2142,14,357,64260,571,3570,203
01-12-2023,COOPER,8148,2220,14,370,66600,592,3700,261
01-01-2024,COOPER,5542,2118,14,353,63540,564,3530,219
01-02-2024,COOPER,6457,2268,15,378,68040,604,3780,189
01-03-2024,COOPER,7525,1920,12,320,57600,512,3200,155
01-04-2024,COOPER,6775,1908,12,318,57240,508,3180,212
01-05-2024,COOPER,6978,2022,13,337,60660,539,3370,194
01-06-2024,COOPER,7414,1974,13,329,59220,526,3290,168
01-07-2024,COOPER,7443,2052,13,342,61560,547,3420,209
01-08-2024,COOPER,7139,2010,13,335,60300,536,3350,215
01-09-2024,COOPER,7487,2052,13,342,61560,547,3420,215
01-10-2024,COOPER,6003,2292,15,382,68760,611,3820,188
01-11-2024,COOPER,6777,2034,13,339,61020,542,3390,185
01-12-2024,COOPER,7561,2238,14,373,67140,596,3730,221
01-01-2019,HBT,7733,2145,21,429,94380,858,4719,292
01-02-2019,HBT,10560,2295,22,459,100980,918,5049,297
01-03-2019,HBT,11627,2265,22,453,99660,906,4983,243
01-04-2019,HBT,10351,2330,23,466,102520,932,5126,335
01-05-2019,HBT,11224,2240,22,448,98560,896,4928,259
01-06-2019,HBT,11010,2290,22,458,100760,916,5038,302
01-07-2019,HBT,11284,2380,23,476,104720,952,5236,353
01-08-2019,HBT,11101,2315,23,463,101860,926,5093,307
01-09-2019,HBT,10116,2160,21,432,95040,864,4752,326
01-10-2019,HBT,11938,2140,21,428,94160,856,4708,283
01-11-2019,HBT,10643,2110,21,422,92840,844,4642,271
01-12-2019,HBT,8631,2215,22,443,97460,886,4873,289
01-01-2020,HBT,10045,2305,23,461,101420,922,5071,317
01-02-2020,HBT,10557,2365,23,473,104060,946,5203,336
01-03-2020,HBT,10381,2350,23,470,103400,940,5170,273
01-04-2020,HBT,11039,2235,22,447,98340,894,4917,412
01-05-2020,HBT,10162,2300,23,460,101200,920,5060,398
01-06-2020,HBT,9958,2110,21,422,92840,844,4642,434
01-07-2020,HBT,11062,2240,22,448,98560,896,4928,403
01-08-2020,HBT,11050,2230,22,446,98120,892,4906,404
01-09-2020,HBT,9147,2390,23,478,105160,956,5258,443
01-10-2020,HBT,8758,2225,22,445,97900,890,4895,314
01-11-2020,HBT,10651,2195,21,439,96580,878,4829,371
01-12-2020,HBT,9616,2275,22,455,100100,910,5005,373
01-01-2021,HBT,12588,2180,21,436,95920,872,4796,295
01-02-2021,HBT,12173,2345,23,469,103180,938,5159,303
01-03-2021,HBT,11164,2240,22,448,98560,896,4928,293
01-04-2021,HBT,12569,2305,23,461,101420,922,5071,377
01-05-2021,HBT,7958,2110,21,422,92840,844,4642,354
01-06-2021,HBT,11063,2200,22,440,96800,880,4840,436
01-07-2021,HBT,9993,2255,22,451,99220,902,4961,345
01-08-2021,HBT,10284,2295,22,459,100980,918,5049,310
01-09-2021,HBT,11318,2250,22,450,99000,900,4950,287
01-10-2021,HBT,11657,2210,22,442,97240,884,4862,275
01-11-2021,HBT,10031,2335,23,467,102740,934,5137,255
01-12-2021,HBT,9756,2205,22,441,97020,882,4851,305
01-01-2022,HBT,11131,2245,22,449,98780,898,4939,343
01-02-2022,HBT,10250,2275,22,455,100100,910,5005,278
01-03-2022,HBT,11188,2205,22,441,97020,882,4851,310
01-04-2022,HBT,10731,2210,22,442,97240,884,4862,283
01-05-2022,HBT,8179,2365,23,473,104060,946,5203,221
01-06-2022,HBT,9109,2345,23,469,103180,938,5159,257
01-07-2022,HBT,9622,2270,22,454,99880,908,4994,284
01-08-2022,HBT,10123,2255,22,451,99220,902,4961,288
01-09-2022,HBT,9583,2170,21,434,95480,868,4774,302
01-10-2022,HBT,8791,2320,23,464,102080,928,5104,302
01-11-2022,HBT,10279,2415,24,483,106260,966,5313,279
01-12-2022,HBT,11712,2030,20,406,89320,812,4466,307
01-01-2023,HBT,11361,2125,21,425,93500,850,4675,348
01-02-2023,HBT,10809,2270,22,454,99880,908,4994,286
01-03-2023,HBT,11344,2195,21,439,96580,878,4829,223
01-04-2023,HBT,10424,2375,23,475,104500,950,5225,313
01-05-2023,HBT,11763,2080,20,416,91520,832,4576,260
01-06-2023,HBT,9133,2250,22,450,99000,900,4950,363
01-07-2023,HBT,10737,2290,22,458,100760,916,5038,357
01-08-2023,HBT,9621,2265,22,453,99660,906,4983,347
01-09-2023,HBT,12338,2170,21,434,95480,868,4774,301
01-10-2023,HBT,10490,2335,23,467,102740,934,5137,307
01-11-2023,HBT,11333,2240,22,448,98560,896,4928,265
01-12-2023,HBT,11803,2145,21,429,94380,858,4719,287
01-01-2024,HBT,9633,2125,21,425,93500,850,4675,248
01-02-2024,HBT,9756,2195,21,439,96580,878,4829,305
01-03-2024,HBT,9167,2435,24,487,107140,974,5357,326
01-04-2024,HBT,11019,2175,21,435,95700,870,4785,262
01-05-2024,HBT,11454,2385,23,477,104940,954,5247,287
01-06-2024,HBT,10574,2115,21,423,93060,846,4653,317
01-07-2024,HBT,10936,2155,21,431,94820,862,4741,279
01-08-2024,HBT,9325,2210,22,442,97240,884,4862,305
01-09-2024,HBT,9074,2130,21,426,93720,852,4686,309
01-10-2024,HBT,10298,2230,22,446,98120,892,4906,263
01-11-2024,HBT,11214,2290,22,458,100760,916,5038,295
01-12-2024,HBT,12018,2145,21,429,94380,858,4719,297
